,0
تهران،تهران،کمیل,407
تهران،تهران،جوانمرد قصاب,404
البرز،کرج،شهرک اندیشه فاز 2(کرج),404
تهران،تهران،ابوذر,403
خراسان رضوی،مشهد،عبادی,400
اصفهان،اصفهان،پروین,399
کرمان،کرمان،خیابان شهید مصطفی خمینی,398
فارس،شیراز،سعدی,392
تهران،تهران،میرداماد,383
آذربایجان شرقی،تبریز،آخونی,382
تهران،تهران،مارلیک(کرج),382
تهران،تهران،میدان رسالت,379
تهران،تهران،مینی سیتی,379
تهران،تهران،پردیس,379
اصفهان،اصفهان،چهار باغ بالا,378
تهران،تهران،بهارستان,374
تهران،تهران،راه آهن,371
فارس،شیراز،نصر,370
اصفهان،اصفهان،بلوار کشاورز,368
فارس،شیراز،معالی آباد,368
خوزستان،اهواز،پردیس 1,359
فارس،شیراز،ستاد,356
اصفهان،اصفهان،بیست و چهار متری,348
یزد،یزد،امام علی,343
تهران،تهران،خواجه نظام الملک,338
آذربایجان شرقی،تبریز،فتح آباد,332
البرز،کرج،ملارد(کرج),330
تهران،تهران،دامپزشکی,323
تهران،تهران،دهکده المپیک,320
تهران،تهران،فرجام,319
البرز،کرج،اسلام آباد(کرج),319
آذربایجان شرقی،تبریز،عباسی,319
خراسان رضوی،مشهد،میدان شهدا,318
فارس،شیراز،کوی زهرا,314
کرمان،کرمان،شهرک الغدیر,312
قم،قم،توحید,312
تهران،تهران،ملارد(کرج),312
تهران،تهران،اتابک,309
آذربایجان شرقی،تبریز،شهرک راه آهن,309
البرز،کرج،بهشتی(کرج),307
اصفهان،اصفهان،سایر مناطق (داخل شهر),307
اصفهان،اصفهان،کهندژ,305
خراسان رضوی،مشهد،شهرک‌ شهید رجایی,303
تهران،تهران،منیریه,303
خراسان رضوی،مشهد،پیروزی,301
آذربایجان شرقی،تبریز،گاگشت,296
اصفهان،اصفهان،کاوه,296
تهران،تهران،امامزاده حسن,292
تهران،تهران،کارگر شمالی,289
گیلان،رشت،سبزه میدان,289
تهران،تهران،اتوبان محلاتی,282
آذربایجان شرقی،تبریز،حجتی غربی,277
خراسان رضوی،سبزوار،پرستش,275
تهران،تهران،دروازه دولت,272
تهران،تهران،اتوبان تهران کرج,270
تهران،تهران،تهران نو,269
اصفهان،اصفهان،برازنده,265
تهران،تهران،ابوذر (منطقه 15),263
تهران،تهران،بزرگراه یادگار امام جنوب,262
البرز،کرج،طالقانی(کرج),260
تهران،تهران،هاشمی,257
تهران،تهران،نبی اکرم,257
تهران،تهران،مشیریه,256
گیلان،رشت،جانبازان,254
البرز،کرج،کیانمهر(کرج),253
تهران،تهران،اشرفی اصفهانی,252
اصفهان،اصفهان،امام خمینی,250
تهران،تهران،شاد آباد,248
تهران،تهران،نامجو,244
تهران،تهران،میدان حر,239
اصفهان،اصفهان،خوراسگان,238
تهران،تهران،امیریه,237
تهران،تهران،شهران,235
تهران،تهران،سهروردی,233
تهران،تهران،اختیاریه,230
آذربایجان شرقی،تبریز،میدان آذربایجان,228
قم،قم،پردیسان,227
خوزستان،اهواز،فاز 2 پادادشهر,225
البرز،کرج،کلاک(کرج),224
تهران،تهران،شمشیری,224
تهران،تهران،میدان سپاه,223
تهران،تهران،زمزم,222
تهران،تهران،فرشته,222
تهران،تهران،صادقیه,216
آذربایجان شرقی،تبریز،یکه دکان,215
تهران،تهران،امام علی,214
خراسان رضوی،مشهد،هدایت,214
کردستان،سنندج،ملارد(کرج),213
تهران،تهران،شهرک راه آهن,213
تهران،تهران،حکیمیه,213
تهران،تهران،سرآسیاب مهرآباد,212
البرز،کرج،مارلیک(کرج),212
تهران،تهران،استاد معین,211
تهران،تهران،هفت حوض,210
کرمان،کرمان،شهاب,209
تهران،تهران،عباس آباد  -  اندیشه,207
کردستان،سنندج،شهرک مولوی,207
اصفهان،اصفهان،قائمیه,205
تهران،تهران،باغ خزانه,204
تهران،تهران،جاده قدیم کرج,203
تهران،تهران،شهرک محلاتی,199
خراسان رضوی،مشهد،راهنمایی,198
تهران،تهران،گوهردشت(کرج),197
تهران،تهران،چهاردانگه,190
تهران،تهران،اجاره دار,189
خراسان رضوی،مشهد،سجاد,187
آذربایجان شرقی،تبریز،ائل گلی,183
فارس،شیراز،فرصت شیرازی,182
آذربایجان شرقی،تبریز،رسالت غربی,182
اصفهان،اصفهان،رباط,181
خوزستان،اهواز،آخر آسفالت,178
قم،قم،امام,178
تهران،تهران،دولت,175
خراسان رضوی،مشهد،قیام,174
فارس،شیراز،صدرا فاز یک,172
تهران،تهران،شهرک ژاندارمری,169
خوزستان،اهواز،زیتون کارمندی,169
تهران،تهران،خیابان بهشتی,168
خراسان رضوی،مشهد،سرافرازان,165
تهران،تهران،هنگام,165
تهران،تهران،سایر مناطق (خارج شهر),165
تهران،تهران،فلسطین  -  انقلاب,162
خراسان رضوی،مشهد،۱۷ شهریور,161
اصفهان،اصفهان،عباس‌آباد,160
تهران،تهران،هروی,160
تهران،تهران،بازار,160
یزد،یزد،میدان امام حسین,159
اصفهان،اصفهان،شاهین شهر,158
آذربایجان شرقی،تبریز،ثقه الاسلام,158
اصفهان،اصفهان،چمران,157
تهران،تهران،تولید دارو,157
تهران،تهران،چمران,157
تهران،تهران،سازمان برنامه,157
تهران،تهران،دربند,156
فارس،شیراز،بلوار مدرس,155
تهران،تهران،کیانمهر(کرج),153
همدان،همدان،دره مرادبیگ,153
گیلان،رشت،جاده فومن,152
خراسان رضوی،مشهد،نماز,152
اصفهان،اصفهان،طوقچی  ( میدان قدس),152
تهران،تهران،میدان قدس,150
اصفهان،اصفهان،چهارباغ پایین,150
فارس،شیراز،فخرآباد,149
خراسان رضوی،مشهد،ابوطالب,149
البرز،کرج،شاهین ویلا(کرج),149
فارس،شیراز،شهرک صنعتی,147
تهران،تهران،صفا,147
فارس،شیراز،شهرک گلستان,145
تهران،تهران،رودهن,144
کرمان،کرمان،استقلال,142
قم،قم،امامزاده ابراهیم,141
تهران،تهران،گلبرگ غربی,137
فارس،شیراز،شهرک مطهری,133
تهران،تهران،شهر قدس(کرج),133
خراسان رضوی،مشهد،طلاب,132
تهران،تهران،دزاشیب  -  جوزستان,131
تهران،تهران،لشکر,130
آذربایجان شرقی،تبریز،گلشهر,130
تهران،تهران،ظفر,130
البرز،کرج،شاه عباسی(کرج),129
فارس،شیراز،فلکه گاز (آزادی),128
آذربایجان شرقی،تبریز،ارم,127
تهران،تهران،فداییان اسلام,125
خراسان رضوی،مشهد،رسالت,125
تهران،تهران،تهران,125
گیلان،رشت،خ لاهیجان,124
البرز،کرج،مصباح(کرج),123
تهران،تهران،استاد حسن بنا,122
تهران،تهران،فدک,121
اصفهان،اصفهان،آبشار,120
تهران،تهران،تهرانپارس,120
کرمان،کرمان،بزرگراه هاشمی رفسنجانی,120
اصفهان،اصفهان،نصرآباد ( اتشگاه),119
تهران،تهران،منظریه(کرج),119
تهران،تهران،تختی,118
تهران،تهران،طبرستان,118
اصفهان،اصفهان،بزرگمهر,118
تهران،تهران،کرمان,117
البرز،کرج،درختی(کرج),117
اصفهان،اصفهان،عبد الرزاق,116
کردستان،سنندج،بهاران 19/2,116
خراسان رضوی،مشهد،هروی,116
تهران،تهران،گاندی,115
تهران،تهران،بهشت زهرا,115
گیلان،رشت،استقامت,115
البرز،کرج،کرج - شهرک بنفشه,114
فارس،شیراز،بلوار فضیلت,113
آذربایجان شرقی،تبریز،سرآسیاب مهرآباد,112
خراسان رضوی،مشهد،امامت,112
تهران،تهران،آگاهی,108
گیلان،رشت،فلکه گاز,108
کرمان،کرمان،با قدرت,108
تهران،تهران،کرج - کرج,107
تهران،تهران،سردار جنگل,107
خراسان رضوی،مشهد،امام خمینی,107
فارس،شیراز،ادبیات,107
تهران،تهران،پرستار,106
اصفهان،اصفهان،خمینی‌شهر,106
تهران،تهران،الهیه,105
اصفهان،اصفهان،هشت‌بهشت,104
آذربایجان شرقی،تبریز،سیلاب,104
البرز،کرج،هفت تیر(کرج),103
خراسان رضوی،مشهد،امام خمینی,102
آذربایجان شرقی،تبریز،اندیشه,102
تهران،تهران،شیخ بهایی,102
تهران،تهران،شهرک اوج(کرج),102
خوزستان،اهواز،باغ معین,102
فارس،شیراز،زند,101
خوزستان،اهواز،نبوت,101
تهران،تهران،سایر- کرج,101
تهران،تهران،امیرآباد,97
کردستان،سنندج،فرجه,97
خراسان رضوی،مشهد،طرق,96
اصفهان،اصفهان،سپاهان شهر,95
همدان،همدان،شهرک شهید آیت الله مدنی,95
تهران،تهران،کن,94
فارس،شیراز،پایگاه هوایی,93
تهران،تهران،دولت اباد,93
فارس،شیراز،سایر مناطق (داخل شهر),92
تهران،تهران،سعدی,90
خراسان رضوی،مشهد،بهارستان,90
خراسان رضوی،مشهد،توحید,88
البرز،کرج،جنت آباد,88
تهران،تهران،اتوبان همت,88
آذربایجان شرقی،تبریز،حیدرآباد,87
آذربایجان شرقی،تبریز،یاغچیان,87
آذربایجان شرقی،تبریز،آبرسان,87
قم،قم،جمهوری,86
کرمان،کرمان،محله سرآسیاب,84
تهران،تهران،آجودانیه,83
قم،قم،انقلاب (چهارمردان),81
آذربایجان شرقی،تبریز،شریعتی جنوبی,81
تهران،تهران،شهریار(کرج),80
البرز،کرج،هشتگرد,80
فارس،شیراز،بلوار عدالت,80
تهران،تهران،زعفرانیه,79
البرز،کرج،شهر جدید هشتگرد,79
تهران،تهران،قصر,79
تهران،تهران،خیابان کارگر جنوبی,78
آذربایجان شرقی،تبریز،باغمیشه,77
آذربایجان شرقی،تبریز،نصف راه,77
تهران،تهران،جی – شبیری,77
البرز،کرج،حصار(کرج),76
فارس،شیراز،نواب صفوی,76
اصفهان،اصفهان،فولادشهر,76
تهران،تهران،ایرانشهر,75
تهران،تهران،فردیس(کرج),75
کرمانشاه،کرمانشاه،حافظیه,75
فارس،شیراز،دروازه کازرون,74
تهران،تهران،جردن,74
تهران،تهران،طرشت,74
خراسان رضوی،مشهد،فرامرز عباسی,73
اصفهان،اصفهان،حکیم نظامی,73
آذربایجان شرقی،تبریز،تله کابین عون ابن علی,72
تهران،تهران،همت غرب,72
آذربایجان شرقی،تبریز،ابوریحان,72
تهران،تهران،مطهری (منطقه ۷),72
البرز،کرج،عظیمیه(کرج),71
خراسان رضوی،مشهد،شهید بهشتی,71
اصفهان،اصفهان،خواجو,70
البرز،کرج،شهرک غرب,70
آذربایجان شرقی،تبریز،ایستگاه راه آهن,70
همدان،همدان،کوی اندیشه,70
اصفهان،اصفهان،شاهین‌شهر (حومه),70
فارس،شیراز،بنی هاشم,69
آذربایجان شرقی،تبریز،خیام,68
تهران،تهران،کامرانیه,67
تهران،تهران،آیت الله غفاری,67
آذربایجان شرقی،تبریز،منطقه صنعتی تبریز,66
آذربایجان شرقی،تبریز،حکم آباد,66
تهران،تهران،هشتگرد,66
تهران،تهران،تسلیحات,65
تهران،تهران،جماران,65
همدان،همدان،چهار باغ شهید مدنی,63
خراسان رضوی،مشهد،کوهسنگی,63
تهران،تهران،فرحزاد,63
یزد،یزد،آیت الله کاشانی,63
قم،قم،آذر,63
البرز،کرج،دهقان ویلا(کرج),62
البرز،کرج،کوی کارمندان شمالی(کرج),62
البرز،کرج،تهرانسر,61
خوزستان،اهواز،کوی فرهنگیان,61
آذربایجان شرقی،تبریز،امامیه,61
آذربایجان شرقی،تبریز،منبع آب,60
تهران،تهران،خواجه نصیر  -  حقوقی,60
فارس،شیراز،شهرک فرهنگیان,60
گیلان،رشت،ضیابری,60
تهران،تهران،اتوبان بابایی,60
کردستان،سنندج،شهدا (فرح),59
آذربایجان شرقی،تبریز،بزرگراه آزادی,59
تهران،تهران،شهرک آزادی,59
تهران،تهران،سربداران,59
البرز،کرج،ساسانی(کرج),58
آذربایجان شرقی،تبریز،توانیر شمالی,58
تهران،تهران،جمالزاده,58
کرمان،کرمان،بزرگراه امام خمینی,57
تهران،تهران،هفده شهریور,57
تهران،تهران،ارامنه,57
اصفهان،اصفهان،مرداویج ( بین میدان ازادی و فرایبورگ),56
تهران،تهران،فردوسی,56
تهران،تهران،شاه عباسی(کرج),56
تهران،تهران،وکیل آباد,55
تهران،تهران،خیابان حافظ,55
اصفهان،اصفهان،ارتش,55
خراسان رضوی،مشهد،سناباد,54
کرمان،کرمان،رسالت,54
اصفهان،اصفهان،میر,53
اصفهان،اصفهان،فروغی,52
تهران،تهران،آخر آسفالت,52
گیلان،رشت،گلسار,52
تهران،تهران،میدان امام خمینی,52
کردستان،سنندج،بهاران 4/19,51
کرمان،کرمان،خیابان شهید رجائی,51
البرز،کرج،شهریار(کرج),51
یزد،یزد،دشتی  -  ایثار,51
تهران،تهران،میدان المپیک,51
خوزستان،اهواز،کیانپارس غربی,51
لرستان،خرم آباد،کوی انقلاب (منطقه3),50
آذربایجان شرقی،تبریز،کوی فرهنگیان,50
فارس،شیراز،هفت تنان,50
تهران،تهران،سایر,50
تهران،تهران،قلهک,49
خراسان رضوی،سبزوار،شاهد,48
اصفهان،اصفهان،معراج,48
خراسان رضوی،مشهد،خیام,48
البرز،کرج،ملارد,48
خراسان رضوی،مشهد،وکیل آباد,48
تهران،تهران،کاشانک,48
تهران،تهران،ملاصدرا,47
خراسان رضوی،مشهد،هاشمیه,47
آذربایجان شرقی،تبریز،کوی طالقانی,47
تهران،تهران،سی متری جی,46
تهران،تهران،پل شهرستان,46
تهران،تهران،پروین,46
فارس،شیراز،قصردشت,46
خراسان رضوی،مشهد،گاز شرقی,45
کرمان،کرمان،بلوار جمهوری اسلامی,44
تهران،تهران،شیوا,44
بوشهر،بوشهر،باغ زهرا,44
فارس،شیراز،تاچارا,43
خوزستان،اهواز،رسالت غرب,43
تهران،تهران،مرتضوی,43
آذربایجان شرقی،تبریز،کوثر,43
البرز،کرج،کامیون داران(کرج),43
آذربایجان شرقی،تبریز،قراملک,43
کرمان،کرمان،بلوار کوثر,42
گیلان،رشت،جاده انزلی,42
اصفهان،اصفهان،خانه اصفهان,42
خراسان رضوی،سبزوار،توحید,41
آذربایجان شرقی،تبریز،کوچه باغ,41
البرز،کرج،شهرک اندیشه فاز 1(کرج),41
فارس،شیراز،دوکوهک,41
تهران،تهران،قنات کوثر,40
گیلان،رشت،خ چمران,40
البرز،کرج،دانشکده(کرج),40
اصفهان،اصفهان،باغ شیخ,40
کردستان،سنندج،خیابان انقلاب,40
تهران،تهران،حسن آباد(کرج),39
کرمان،کرمان،شهرک شهید مطهری,39
کرمان،کرمان،شهرک بداغ آباد,39
اصفهان،اصفهان،رهنان,39
اصفهان،اصفهان،بلوار شفق,39
تهران،تهران،دانشگاه تهران,38
تهران،تهران،فرمانیه,38
البرز،کرج،شهرک وحدت(کرج),38
البرز،کرج،میدان ولیعصر,38
فارس،شیراز،باهنر جنوبی,38
فارس،شیراز،محراب,38
تهران،تهران،بلوار تعاون,37
تهران،تهران،توانیر,37
تهران،تهران،وردآورد,37
لرستان،خرم آباد،پشته حسین آباد (منطقه8),37
تهران،تهران،فولادشهر,37
کردستان،سنندج،حاجی‌آباد,37
گیلان،رشت،میدان انقلاب,36
کردستان،سنندج،کانی کوزله,36
تهران،تهران،علم و صنعت,36
خراسان رضوی،مشهد،میدان خراسان,36
تهران،تهران،ابوذر (منطقه 17),36
گیلان،رشت،بیستون,35
البرز،کرج،امامزاده ابراهیم,35
خوزستان،اهواز،شهرک دانشگاه,35
یزد،یزد،دشتی  -  ارتش,34
اصفهان،اصفهان،اشکاوند,34
قم،قم،آزادگان,34
آذربایجان شرقی،تبریز،مارالان جنوبی,34
اصفهان،اصفهان،هزارجریب,34
تهران،تهران،ماهدشت(کرج),33
همدان،همدان،خیابان جهاد,33
تهران،تهران،مطهری (منطقه ۱۵),33
آذربایجان شرقی،تبریز،آخر مارالان,33
فارس،شیراز،میدان ولیعصر,33
فارس،شیراز،اطلسی,33
تهران،تهران،سرحد آباد(کرج),32
خراسان رضوی،مشهد،بلوار ارتش شرق,31
قم،قم،دورشهر,30
خوزستان،اهواز،حصیرآباد,30
فارس،شیراز،دینکان,29
خراسان رضوی،مشهد،کوی مهدی,29
کرمان،کرمان،بلوارحمزه,29
فارس،شیراز،جیحون,29
همدان،همدان،چهار باغ شهید بهشتی,29
کرمان،کرمان،بلوار جهاد,29
البرز،کرج،صادقیه,29
گیلان،رشت،اسلام شهر,28
اصفهان،اصفهان،کاشانی,28
البرز،کرج،شهر قدس(کرج),28
خوزستان،اهواز،پردیس 3,28
تهران،تهران،خیابان سپاه,27
تهران،تهران،شمس آباد  -  مجیدیه,27
فارس،شیراز،پل فسا,27
کرمان،کرمان،خیابان حکیم,27
فارس،شیراز،میدان انقلاب,27
اصفهان،اصفهان،اشراق,27
قم،قم،بلوار امین,27
خراسان رضوی،مشهد،عبدالمطلب,26
اصفهان،اصفهان،شیخ صدوق,26
فارس،شیراز،گلدشت معالی آباد,26
خوزستان،اهواز،شهرک پیام,26
سیستان و بلوچستان،زاهدان،البرز,26
آذربایجان شرقی،تبریز،رواسان,26
آذربایجان شرقی،تبریز،خطیب,26
خراسان رضوی،مشهد،بلوار ایرج میرزا,26
فارس،شیراز،کلبه,26
البرز،کرج،گیشا,25
کردستان،سنندج،پاسداران (۶ بهمن),25
فارس،شیراز،ارتش,25
تهران،تهران،درختی(کرج),24
خوزستان،اهواز،منازل سازمانی منبع آب,24
تهران،تهران،محمودیه,24
تهران،تهران،کوثر,24
آذربایجان شرقی،تبریز،آزادی,24
خوزستان،اهواز،باهنر,24
کردستان،سنندج،شهرک سعدی فاز 1,23
اصفهان،اصفهان،دولت‌آباد,23
کرمانشاه،کرمانشاه،شریعتی,23
تهران،تهران،خیابان امام رضا,23
کرمانشاه،کرمانشاه،الهیه,23
خراسان رضوی،مشهد،میدان امام حسین,23
کردستان،سنندج،شهرک سعدی ضلع غربی,23
خراسان رضوی،مشهد،میدان عدل خمینی,23
گیلان،رشت،چمارسرا,23
اصفهان،اصفهان،لنبان,22
تهران،تهران،دولاب,22
تهران،تهران،دره گرم (منطقه9),22
لرستان،خرم آباد،پشته جزایری,22
قم،قم،زنبیل آباد (شهید صدوقی),21
فارس،شیراز،شهرک سامان,21
فارس،شیراز،عفیف آباد,21
تهران،تهران،درکه,21
اصفهان،اصفهان،عاشق آباد,21
لرستان،خرم آباد،دره گرم (منطقه9),21
فارس،شیراز،میدان امام حسین,21
قم،قم،بنیاد,21
کردستان،سنندج،چهار باغ,21
خراسان رضوی،سبزوار،سربداران,21
تهران،تهران،ستاری,21
البرز،کرج،اکبر آباد(کرج),21
تهران،تهران،خرمشهر,20
تهران،تهران،حشمتیه,20
البرز،کرج،بهاران 17/1,20
خوزستان،اهواز،کارون,20
تهران،تهران،زویه1(کوروش),20
کرمانشاه،کرمانشاه،رشیدی,19
خوزستان،اهواز،شلنگ آباد(کوی علوی),19
آذربایجان شرقی،تبریز،لاله غربی,19
لرستان،خرم آباد،پارک صخره‌ای,19
قزوین،قزوین،عدل,19
لرستان،خرم آباد،قاضی آباد (منطقه7),19
کرمان،کرمان،خورشید,19
تهران،تهران،شاهین (منطقه 14 ),19
آذربایجان شرقی،تبریز،مرزداران,19
البرز،کرج،فرحزاد,19
گیلان،رشت،یخسازی,19
آذربایجان شرقی،تبریز،کوی فرودگاه تبریز,19
البرز،کرج،مهرویلا(کرج),19
تهران،تهران،جمالزاده  -  حشمت الدوله,19
خوزستان،اهواز،کمپلو جنوبی,19
خراسان رضوی،مشهد،اندیشه,18
گیلان،رشت،قلی پور,18
تهران،تهران،بزرگراه ارتش,18
فارس،شیراز،امیرکبیر,18
کرمان،کرمان،جاده تهران ( شهید آیت اله صدوقی),18
فارس،شیراز،تحویلی,18
فارس،شیراز،ولیعصر,18
آذربایجان شرقی،تبریز،هتل مرمر,18
تهران،تهران،مجیدیه جنوبی,18
مرکزی،اراک،کرهرود,18
لرستان،خرم آباد،میدان تیر (منطقه10),18
خوزستان،اهواز،ملاشیه,18
کرمان،کرمان،پارک مطهری,17
تهران،تهران،پیامبر مرکزی,17
کردستان،سنندج،صفری,17
آذربایجان شرقی،تبریز،شمس تبریزی,17
البرز،کرج،میدان اقبال,17
تهران،تهران،زینبیه,17
قم،قم،حرم,17
تهران،تهران،دردشت,17
کرمانشاه،کرمانشاه،سرچشمه,17
تهران،تهران،عباس آباد,17
یزد،یزد،بهاران,16
آذربایجان شرقی،تبریز،بارنج,16
آذربایجان شرقی،تبریز،گلکار,16
تهران،تهران،کریمخان,16
لرستان،خرم آباد،شهرک قدس,16
قم،قم،دانیال,16
تهران،تهران،اتوبان صدر,16
کردستان،سنندج،اکباتان,16
اصفهان،اصفهان،بزرگراه نواب صفوی,16
اصفهان،اصفهان،سه‌راه سیمین,16
لرستان،خرم آباد،تلوری,15
لرستان،خرم آباد،مطهری (منطقه1),15
خوزستان،اهواز،کیانشهر,15
همدان،همدان،میدان رسالت,15
تهران،تهران،هفت چنار,15
لرستان،خرم آباد،کوی فلسطین (منطقه7),15
فارس،شیراز،بلوار تخت جمشید,15
همدان،همدان،میدان معلم,14
اصفهان،اصفهان،شمس‌آباد,14
تهران،تهران،شهرزیبا,14
همدان،همدان،چهار باغ شهید چیت سازیان,14
مازندران،آمل،شیخ فضل الله نوری,14
تهران،تهران،امامت,14
تهران،تهران،خیابان امام خمینی,14
البرز،کرج،فرگاز(کرج),14
تهران،تهران،تهران ویلا,14
اصفهان،اصفهان،لاله,14
تهران،تهران،پل چوبی,13
همدان،همدان،خیابان زمانی,13
تهران،تهران،کلاک(کرج),13
آذربایجان شرقی،تبریز،استادان,13
فارس،شیراز،تلخ داش,13
خراسان رضوی،مشهد،جانباز,12
کردستان،سنندج،شهرک پردیس,12
اصفهان،اصفهان،درچه,12
خوزستان،اهواز،عامری,12
فارس،شیراز،استقلال,12
سیستان و بلوچستان،زاهدان،بلوار دانشجو,12
خوزستان،اهواز،خروسیه,12
مرکزی،اراک،خانه سازی,12
مرکزی،اراک،شهرک نبئی,12
اصفهان،اصفهان،خیابان معراج,11
سیستان و بلوچستان،زاهدان،مصطفی خمینی شرقی,11
کرمان،کرمان،شیخ احمد کافی,11
البرز،کرج،جهان نما(کرج),11
تهران،تهران،گلشهر(کرج),11
آذربایجان شرقی،تبریز،بیلانکوه,11
تهران،تهران،ابوذر (منطقه 14),11
اصفهان،اصفهان،دروازه تهران,11
ایلام،ایلام،بانبرز,11
یزد،یزد،بلوار مطهری,11
اصفهان،اصفهان،تخت فولاد,11
تهران،تهران،خیابان مرتضوی,11
تهران،تهران،مشکین دشت(کرج),11
البرز،کرج،سرحد آباد(کرج),11
