,0
تهران،تهران،باغ صبا  -  سهروردی,4
البرز،کرج،شهرک اکباتان,4
تهران،تهران،آزادگان,4
تهران،تهران،مهران,4
تهران،تهران،استاد حسن بنا,4
تهران،تهران،بزرگراه رسالت,4
تهران،تهران،هفده شهریور,4
تهران،تهران،ستاری,4
تهران،تهران،سبلان,4
البرز،کرج،سایر- کرج,3
تهران،تهران،فرجام,3
تهران،تهران،بلوار کشاورز,3
تهران،تهران،کمیل,3
تهران،تهران،فرشته,3
تهران،تهران،شهرک الهیه غرب,3
تهران،تهران،مطهری,3
تهران،تهران،مجیدیه شمالی,3
تهران،تهران،مطهری (منطقه ۷),3
تهران،تهران،دروازه دولت,3
تهران،تهران،میدان انقلاب,3
تهران،تهران،اوین,3
اصفهان،اصفهان،پروین,3
تهران،تهران،اتوبان بابایی,3
تهران،تهران،شمیران نو,3
تهران،تهران،مهرآباد جنوبی,3
تهران،تهران،تهرانپارس,3
تهران،تهران،دهکده المپیک,3
تهران،تهران،چیتگر,3
تهران،تهران،شهرک نفت,3
تهران،تهران،میدان فردوسی,2
تهران،تهران،ملاصدرا,2
تهران،تهران،آذربایجان,2
تهران،تهران،ویلا,2
تهران،تهران،قنات کوثر,2
تهران،تهران،خیابان وحدت اسلامی,2
تهران،تهران،میدان هفت تیر,2
تهران،تهران،کوی انقلاب (منطقه3),2
خراسان رضوی،مشهد،پیروزی,2
اصفهان،اصفهان،سازمان برنامه,2
تهران،تهران،شاهین (منطقه 5 ),2
البرز،کرج،جهان نما(کرج),2
تهران،تهران،الهیه,2
لرستان،خرم آباد،قاضی آباد (منطقه7),2
تهران،تهران،استاد معین,2
تهران،تهران،زمزم,2
تهران،تهران،دکتر هوشیار,2
تهران،تهران،آیت الله کاشانی,2
تهران،تهران،شهر جدید اندیشه,2
تهران،تهران،فرمانیه,2
تهران،تهران،خیابان سباری,2
تهران،تهران،رباط,2
تهران،تهران،بزرگراه جلال آل احمد,2
تهران،تهران،سازمان برنامه,2
تهران،تهران،لاله زار,2
البرز،کرج،عظیمیه(کرج),2
اصفهان،اصفهان،سایر مناطق (خارج شهر),2
اصفهان،اصفهان،چمران,2
تهران،تهران،بلوار پاکنژاد,2
تهران،تهران،زنجان,2
تهران،تهران،پیامبر مرکزی,2
البرز،کرج،مهرویلا(کرج),2
تهران،تهران،کیو(میدان کیو),2
تهران،تهران،بزرگراه ارتش,2
تهران،تهران،نمایشگاه بین المللی تهران,2
تهران،تهران،شهریار,2
تهران،تهران،گیشا,2
تهران،تهران،تهران_آزادی,2
تهران،تهران،دره گرم (منطقه9),2
تهران،تهران،پرند,2
تهران،تهران،فدک,2
تهران،تهران،قائم مقام  -  سنائی,2
تهران،تهران،چهاردانگه,2
البرز،کرج،گرمدره(کرج),2
تهران،تهران،وحیدیه,2
تهران،تهران،خیرآباد (منطقه2),2
تهران،تهران،مرزداران,2
خراسان رضوی،مشهد،طبرسی,2
آذربایجان شرقی،تبریز،دانشگاه آزاد تبریز,1
تهران،تهران،نیروی هوایی,1
خراسان رضوی،مشهد،عبادی,1
اصفهان،اصفهان،مارنان,1
فارس،شیراز،سه‌راه سیمین,1
تهران،تهران،سایر مناطق (خارج شهر),1
تهران،تهران،میدان رسالت,1
اصفهان،اصفهان،جی,1
تهران،تهران،هاشمی,1
خراسان رضوی،مشهد،امیرآباد,1
آذربایجان شرقی،تبریز،زعفرانیه,1
تهران،تهران،اتابک,1
گیلان،رشت،رشتیان,1
تهران،تهران،خواجه نظام الملک,1
تهران،تهران،فردوسی,1
لرستان،خرم آباد،چهارراه فرهنگ (منطقه1),1
البرز،کرج،سرحد آباد(کرج),1
البرز،کرج،محمد شهر(کرج),1
تهران،تهران،ابوذر (منطقه 17),1
تهران،تهران،گوهردشت(کرج),1
تهران،تهران،شهرک ولیعصر,1
تهران،تهران،فردیس(کرج),1
اصفهان،اصفهان،کاوه,1
تهران،تهران،شهرک آپادانا,1
تهران،تهران،حصار(کرج),1
تهران،تهران،دزاشیب  -  جوزستان,1
تهران،تهران،دولت,1
تهران،تهران،رودهن,1
فارس،شیراز،باهنر جنوبی,1
تهران،تهران،توانیر,1
تهران،تهران،کمالشهر(کرج),1
تهران،تهران،هفت حوض,1
تهران،تهران،هفت تیر(کرج),1
تهران،تهران،راه آهن,1
تهران،تهران،اختیاریه,1
تهران،تهران،شهرک ژاندارمری,1
تهران،تهران،ورامین,1
خراسان رضوی،مشهد،فلسطین,1
آذربایجان شرقی،تبریز،17 شهریور,1
تهران،تهران،کامرانیه,1
تهران،تهران،اتوبان تهران کرج,1
همدان،همدان،شهرک فرهنگیان,1
آذربایجان شرقی،تبریز،ولیعصر,1
البرز،کرج،شهرک بنفشه(کرج),1
تهران،تهران،آنلاین,1
تهران،تهران،آجودانیه,1
تهران،تهران،میدان شهدا,1
تهران،تهران،دولاب,1
البرز،کرج،شهر جدید اندیشه(کرج),1
تهران،تهران،بزرگراه نواب صفوی,1
اصفهان،اصفهان،خوراسگان,1
خراسان رضوی،مشهد،قاسم‌أباد (شهرک غرب),1
آذربایجان شرقی،تبریز،کوی سهند,1
تهران،تهران،بلوار ارتش شرق,1
خراسان رضوی،مشهد،سناباد,1
تهران،تهران،صفاشهر,1
تهران،تهران،مشهد,1
اصفهان،اصفهان،جردن  -  ولیعصر,1
تهران،تهران،خواجه نصیر  -  حقوقی,1
تهران،تهران،گلدشت شرقی (منطقه8),1
تهران،تهران،محمودیه,1
تهران،تهران،سنگلج,1
تهران،تهران،امیریه,1
خراسان رضوی،مشهد،صیاد‌شیرازی,1
اصفهان،اصفهان،آبشار,1
تهران،تهران،کرمان,1
خراسان رضوی،مشهد،بلوار‌توس,1
تهران،تهران،اسلام شهر,1
تهران،تهران،کوی بیمه,1
تهران،تهران،بریانک,1
البرز،کرج،منظریه(کرج),1
البرز،کرج،صادقیه,1
