,0
تهران،تهران،میدان رسالت,782
تهران،تهران،شیخ بهایی,773
تهران،تهران،اتوبان صدر,753
تهران،تهران،اتوبان محلاتی,749
تهران،تهران،بلوار کشاورز,740
تهران،تهران،نظام آباد,730
تهران،تهران،دربند,729
تهران،تهران،باغ صبا  -  سهروردی,720
تهران،تهران،شهرآرا,711
البرز،کرج،عظیمیه(کرج),711
تهران،تهران،استاد معین,692
خراسان رضوی،مشهد،قاسم‌أباد (شهرک غرب),690
تهران،تهران،نازی آباد,667
تهران،تهران،شاهین (منطقه 5 ),666
تهران،تهران،افسریه,657
تهران،تهران،شهرک محلاتی,652
تهران،تهران،لویزان  -  شیان,645
تهران،تهران،جمالزاده,639
تهران،تهران،خیابان دماوند,620
تهران،تهران،دیباجی,611
تهران،تهران،فلسطین  -  انقلاب,608
تهران،تهران،بهارستان,602
تهران،تهران،هفت تیر,600
تهران،تهران،شهرک الهیه غرب,598
تهران،تهران،سازمان برنامه,597
تهران،تهران،استاد حسن بنا,594
تهران،تهران،فرشته,592
تهران،تهران،شهریار,586
تهران،تهران،آجودانیه,582
تهران،تهران،شهر جدید اندیشه,581
تهران،تهران،خیابان بهشتی,574
البرز،کرج،فردیس(کرج),566
البرز،کرج،سایر- کرج,562
تهران،تهران،آریا شهر,561
اصفهان،اصفهان،کاوه,560
تهران،تهران،ستاری,559
البرز،کرج،گلشهر(کرج),554
تهران،تهران،17 شهریور,550
تهران،تهران،آذربایجان,549
تهران،تهران،بزرگراه رسالت,546
اصفهان،اصفهان،جی,544
تهران،تهران،میدان امام حسین,543
تهران،تهران،رودکی,535
تهران،تهران،لواسان,528
اصفهان،اصفهان،ملک شهر,523
تهران،تهران،کردستان,519
تهران،تهران،بلوار ارتش شرق,518
تهران،تهران،اتوبان تهران کرج,508
تهران،تهران،بهار,506
تهران،تهران،بریانک,500
آذربایجان شرقی،تبریز،ولیعصر,499
تهران،تهران،دهکده المپیک,499
تهران،تهران،خیابان امام خمینی,497
البرز،کرج،باغستان(کرج),496
تهران،تهران،تهران ویلا,496
خراسان رضوی،مشهد،وکیل آباد,494
تهران،تهران،مینی سیتی,487
تهران،تهران،دروازه شمیران,487
اصفهان،اصفهان،بزرگمهر,479
تهران،تهران،محمودیه,478
تهران،تهران،اوین,477
تهران،تهران،نامجو,475
تهران،تهران،توانیر,469
تهران،تهران،میدان خراسان,467
تهران،تهران،شهرک ولیعصر,467
تهران،تهران،بزرگراه جلال آل احمد,465
تهران،تهران،فرجام,464
تهران،تهران،کامرانیه,462
تهران،تهران،گاندی,446
تهران،تهران،دارآباد,437
تهران،تهران،آنلاین,432
تهران،تهران،مهرآباد جنوبی,430
تهران،تهران،میدان سپاه,426
تهران،تهران،میدان فردوسی,426
تهران،تهران،یافت آباد,424
تهران،تهران،قائم مقام  -  سنائی,424
تهران،تهران،کارون,422
اصفهان،اصفهان،رباط,422
اصفهان،اصفهان،خانه اصفهان,419
تهران،تهران،سوهانک,418
خراسان رضوی،مشهد،هفت تیر,415
تهران،تهران،رسالت,413
تهران،تهران،خیابان کارگر جنوبی,408
تهران،تهران،مفتح,406
تهران،تهران،قنات کوثر,406
تهران،تهران،کوی بیمه,404
تهران،تهران،هنگام,401
تهران،تهران،ابوذر (منطقه 14),400
تهران،تهران،اسلام شهر,390
فارس،شیراز،معالی آباد,387
تهران،تهران،وردآورد,386
البرز،کرج،مهرویلا(کرج),386
تهران،تهران،ایرانشهر,381
تهران،تهران،خیابان قزوین,380
تهران،تهران،شهید مدنی,377
تهران،تهران،گلبرگ غربی,373
تهران،تهران،خیابان وحدت اسلامی,371
تهران،تهران،درکه,368
تهران،تهران،بازار,368
تهران،تهران،شهرک نفت,365
تهران،تهران،کوهستان,360
تهران،تهران،خانی آباد,358
تهران،تهران،بزرگراه ارتش,355
فارس،شیراز،فرهنگ شهر,353
تهران،تهران،هلال احمر,353
تهران،تهران،پیامبر مرکزی,352
تهران،تهران،هفت حوض,348
البرز،کرج،جهانشهر(کرج),347
اصفهان،اصفهان،امام خمینی,347
تهران،تهران،دامپزشکی,346
تهران،تهران،هفده شهریور,345
تهران،تهران،کرمان,342
تهران،تهران،امیریه,339
تهران،تهران،خیابان حافظ,339
تهران،تهران،میدان حر,338
تهران،تهران،خیابان آفریقا,336
اصفهان،اصفهان،حکیم نظامی,335
اصفهان،اصفهان،بهارستان (حومه),326
تهران،تهران،شهرک آزادی,318
تهران،تهران،خاوران,316
گیلان،رشت،گلسار,316
تهران،تهران،رودهن,311
اصفهان،اصفهان،سایر مناطق (داخل شهر),310
تهران،تهران،خواجه نظام الملک,307
تهران،تهران،میدان المپیک,306
اصفهان،اصفهان،مرداویج ( بین میدان ازادی و فرایبورگ),304
تهران،تهران،جوادیه,302
اصفهان،اصفهان،سپاهان‌شهر (حومه),298
تهران،تهران،ملارد,294
تهران،تهران،دولت اباد,294
تهران،تهران،عباس آباد  -  اندیشه,294
کرمان،کرمان،بلوار جمهوری اسلامی,288
فارس،شیراز،قصردشت,283
تهران،تهران،اجاره دار,282
تهران،تهران،جاده مخصوص کرج,278
فارس،شیراز،پاسداران,276
تهران،تهران،فلاح,275
تهران،تهران،وزرا,274
تهران،تهران،پرند,266
تهران،تهران،بزرگراه شهید خرازی,265
البرز،کرج،شاهین ویلا(کرج),264
تهران،تهران،اتوبان بابایی,259
تهران،تهران،هاشمی,258
خراسان رضوی،مشهد،هاشمیه,258
اصفهان،اصفهان،شیخ صدوق,257
تهران،تهران،سئول,254
تهران،تهران،سراج,252
تهران،تهران،فرحزاد,251
اصفهان،اصفهان،چهار باغ بالا,250
فارس،شیراز،صدرا فاز یک,249
البرز،کرج،شهرک بنفشه(کرج),248
تهران،تهران،خیابان آرژانتین,246
آذربایجان شرقی،تبریز،باغمیشه,243
تهران،تهران،دروازه دولت,243
خراسان رضوی،مشهد،سجاد,243
تهران،تهران،کاشانک,242
آذربایجان شرقی،تبریز،رشدیه,239
تهران،تهران،سایر- کرج,236
اصفهان،اصفهان،قائمیه,236
اصفهان،اصفهان،بلوار کشاورز,235
تهران،تهران،بهبودی,233
تهران،تهران،همت غرب,233
تهران،تهران،دبستان  -  مجیدیه,231
تهران،تهران،ابوذر (منطقه 17),231
اصفهان،اصفهان،آبشار,230
تهران،تهران،بلوار تعاون,229
آذربایجان شرقی،تبریز،ائل گلی,228
تهران،تهران،حشمتیه,228
تهران،تهران،سایر مناطق (خارج شهر),226
تهران،تهران،ابوذر (منطقه 15),225
تهران،تهران،خزانه,225
فارس،شیراز،بلوار مدرس,220
اصفهان،اصفهان،برازنده,219
تهران،تهران،سی متری جی,219
تهران،تهران،سنگلج,214
تهران،تهران،آهنگ,213
تهران،تهران،شهرک شهید باقری,213
تهران،تهران،کیانشهر,213
تهران،تهران،ده ونک,210
تهران،تهران،جی – شبیری,209
خوزستان،اهواز،کیانپارس غربی,209
تهران،تهران،مهران,208
تهران،تهران،شاد آباد,208
قم،قم،پردیسان,207
تهران،تهران،دزاشیب  -  جوزستان,206
تهران،تهران،اتوبان همت,205
اصفهان،اصفهان،آتشگاه,205
قم،قم،زنبیل آباد (شهید صدوقی),202
البرز،کرج،کیانمهر(کرج),202
تهران،تهران،سعدی,202
تهران،تهران،آبشار,201
خراسان رضوی،سبزوار،پرستش,200
خراسان رضوی،مشهد،پیروزی,196
اصفهان،اصفهان،مشتاق,194
البرز،کرج،گرمدره(کرج),193
تهران،تهران،جماران,192
تهران،تهران،شکوفه,192
تهران،تهران،حسینی  -  فردوس,191
خراسان رضوی،مشهد،بلوار هاشمی رفسنجانی,191
اصفهان،اصفهان،خواجو,190
تهران،تهران،کمیل,190
فارس،شیراز،امیرکبیر,189
خراسان رضوی،مشهد،فرامرز عباسی,188
تهران،تهران،پاتریس لومومبا,184
تهران،تهران،چهاردانگه,183
تهران،تهران،ادبیات,181
اصفهان،اصفهان،کوی ولی عصر,180
تهران،تهران،ورامین,180
تهران،تهران،مهرشهر(کرج),179
خراسان رضوی،مشهد،صیاد‌شیرازی,177
اصفهان،اصفهان،سه‌راه سیمین,176
تهران،تهران،اتوبان باکری,175
کرمان،کرمان،بلوارحمزه,175
تهران،تهران،رباطکریم,174
تهران،تهران،خرمشهر,173
تهران،تهران،میدان قدس,172
فارس،شیراز،صنایع (میرزای شیرازی),170
تهران،تهران،دستگردی,170
فارس،شیراز،سایر مناطق (داخل شهر),169
تهران،تهران،مصلی امام خمینی,169
تهران،تهران،شهرک آپادانا,168
البرز،کرج،درختی(کرج),168
البرز،کرج،دهقان ویلا(کرج),167
اصفهان،اصفهان،هشت‌بهشت,166
تهران،تهران،امامت,166
خوزستان،اهواز،زیتون کارمندی,165
آذربایجان شرقی،تبریز،آبرسان,165
تهران،تهران،لاله زار,164
اصفهان،اصفهان،چمران,164
البرز،کرج،آزادگان(کرج),164
تهران،تهران،قصر,164
فارس،شیراز،قدوسی غربی,164
اصفهان،اصفهان،میر,163
اصفهان،اصفهان،احمدآباد,163
تهران،تهران،ارتش,162
تهران،تهران،شوش,162
تهران،تهران،بلوار پاکنژاد,161
تهران،تهران،تهرانپارس,160
تهران،تهران،آیت الله سعیدی,160
خراسان رضوی،مشهد،امامت,160
تهران،تهران،دانشگاه تهران,157
تهران،تهران،میدان راه آهن,157
آذربایجان شرقی،تبریز،یاغچیان,156
خراسان رضوی،مشهد،راهنمایی,155
تهران،تهران،پرستار,155
اصفهان،اصفهان،هزارجریب,153
اصفهان،اصفهان،جابرانصاری,152
البرز،کرج،کمالشهر(کرج),152
تهران،تهران،دردشت,151
اصفهان،اصفهان،نظر,151
تهران،تهران،فردوسی,149
تهران،تهران،مشهد,149
تهران،تهران،دکتر هوشیار,148
تهران،تهران،جوانمرد قصاب,148
البرز،کرج،منظریه(کرج),147
اصفهان،اصفهان،خاقانی,147
خراسان رضوی،مشهد،کوهسنگی,146
تهران،تهران،وحیدیه,146
اصفهان،اصفهان،شاهین‌شهر (حومه),145
تهران،تهران،مشیریه,143
فارس،شیراز،شهرک گلستان,143
تهران،تهران،آشتیانی,142
اصفهان،اصفهان،ارتش,142
آذربایجان شرقی،تبریز،مرزداران,140
تهران،تهران،ویلا,138
تهران،تهران،تسلیحات,136
خراسان رضوی،مشهد،رضا‌شهر,136
قم،قم،شهرک قدس,136
تهران،تهران،پل چوبی,135
اصفهان،اصفهان،شهرک امیریه,135
تهران،تهران،شهرک ژاندارمری,134
تهران،تهران،علم و صنعت,134
تهران،تهران،خلیج فارس,133
خراسان رضوی،مشهد،معلم,132
خراسان رضوی،مشهد،کلاهدوز,130
تهران،تهران،بزرگراه یادگار امام جنوب,129
تهران،تهران،گلشهر(کرج),129
فارس،شیراز،میدان معلم,129
تهران،تهران،جمالزاده  -  حشمت الدوله,128
کرمان،کرمان،بلوار کوثر,127
اصفهان،اصفهان،پل شهرستان,126
خراسان رضوی،مشهد،سید‌رضی,126
خوزستان،اهواز،کیانپارس شرقی,126
خراسان رضوی،مشهد،جانباز,125
اصفهان،اصفهان،علامه امینی,124
آذربایجان شرقی،تبریز،زعفرانیه,124
تهران،تهران،قلعه حسن خان,122
تهران،تهران،فردیس(کرج),121
خراسان رضوی،مشهد،کوثر,121
فارس،شیراز،تاچارا,120
خوزستان،اهواز،گلستان شمالی,118
تهران،تهران،یخسازی,117
آذربایجان شرقی،تبریز،گلشهر,116
تهران،تهران،کن,116
البرز،کرج،بلوار شهرداری(کرج),116
فارس،شیراز،ارم,115
تهران،تهران،شمشیری,114
خوزستان،اهواز،کیان آباد,113
تهران،تهران،میدان امام خمینی,113
فارس،شیراز،ستارخان,112
تهران،تهران،نیایش,112
خراسان رضوی،مشهد،هنرستان,112
تهران،تهران،نعمت آباد,111
تهران،تهران،نصرت,111
تهران،تهران،یاخچی آباد,111
خراسان رضوی،مشهد،دانشجو,110
آذربایجان شرقی،تبریز،17 شهریور,109
تهران،تهران،خواجه نصیر  -  حقوقی,109
تهران،تهران،شهرک شریعتی,109
خراسان رضوی،مشهد،بلوار‌توس,107
البرز،کرج،محمد شهر(کرج),107
تهران،تهران،آزادگان,106
تهران،تهران،قیام,105
تهران،تهران،امامزاده عبدالله,104
اصفهان،اصفهان،بلوار شفق,104
خراسان رضوی،مشهد،فکوری,104
خراسان رضوی،مشهد،عبدالمطلب,104
آذربایجان شرقی،تبریز،توانیر شمالی,103
تهران،تهران،گوهردشت(کرج),103
آذربایجان شرقی،تبریز،نصف راه,103
خراسان رضوی،مشهد،خیام,102
فارس،شیراز،بلوار رحمت,102
خراسان رضوی،مشهد،صارمی,102
تهران،تهران،امامزاده قاسم,101
خراسان رضوی،مشهد،سناباد,101
تهران،تهران،پروین,100
البرز،کرج،طالقانی(کرج),100
تهران،تهران،امام علی,100
خراسان رضوی،مشهد،ابوطالب,99
خراسان رضوی،مشهد،۱۷ شهریور,99
خراسان رضوی،مشهد،مطهری شمالی,98
اصفهان،اصفهان،ناژوان,98
اصفهان،اصفهان،عباس‌آباد,98
اصفهان،اصفهان،توحید,98
تهران،تهران،خیابان مرتضوی,97
قم،قم،بنیاد,97
تهران،تهران،بهشت زهرا,96
تهران،تهران،شهید دستغیب,95
خراسان رضوی،مشهد،فلسطین,95
تهران،تهران،شیراز,94
البرز،کرج،حصارک(کرج),94
آذربایجان شرقی،تبریز،شهرک پرواز,93
تهران،تهران،نمایشگاه بین المللی تهران,93
تهران،تهران،میدان الغدیر,93
آذربایجان شرقی،تبریز،ولیعصر جنوبی,92
تهران،تهران،بخارست,92
تهران،تهران،امامزاده حسن,92
اصفهان،اصفهان،فروغی,92
قم،قم،توحید,90
خراسان رضوی،مشهد،طلاب,90
آذربایجان شرقی،تبریز،شریعتی جنوبی,90
یزد،یزد،صفائیه,90
آذربایجان شرقی،تبریز،منظریه,89
خراسان رضوی،مشهد،امام خمینی,89
تهران،تهران،عظیمیه(کرج),88
قم،قم،جمهوری,88
فارس،شیراز،ملاصدرا,87
فارس،شیراز،جمهوری,87
تهران،تهران،13 آبان,86
البرز،کرج،مشکین دشت(کرج),85
فارس،شیراز،استقلال,85
تهران،تهران،بلوار پروین,85
تهران،تهران،کمالشهر(کرج),84
اصفهان،اصفهان،شهرک شهید کشوری,84
تهران،تهران،خیام,84
آذربایجان شرقی،تبریز،ابوریحان,84
فارس،شیراز،عفیف آباد,83
فارس،شیراز،شیراز,83
فارس،شیراز،پارامونت,83
اصفهان،اصفهان،سپاهان شهر,83
فارس،شیراز،فلکه گاز (آزادی),82
تهران،تهران،اتوبان صیاد شیرازی,82
البرز،کرج،میدان نبوت(کرج),81
البرز،کرج،هفت تیر(کرج),81
اصفهان،اصفهان،وحید,81
خراسان رضوی،مشهد،اندیشه,80
خراسان رضوی،مشهد،عبادی,80
تهران،تهران،اتابک,79
قم،قم،باجک (19 دی),79
البرز،کرج،شهرک وحدت(کرج),79
تهران،تهران،اتحاد(کرج),78
تهران،تهران،ساسانی(کرج),78
فارس،شیراز،سفیرشمالی,78
فارس،شیراز،هفت تنان,78
قم،قم،هنرستان,78
خراسان رضوی،مشهد،بلوار ایرج میرزا,78
قم،قم،بلوار امین,77
اصفهان،اصفهان،دروازه تهران,77
اصفهان،اصفهان،سروش,77
فارس،شیراز،اطلسی,77
فارس،شیراز،باهنر جنوبی,76
گیلان،رشت،معلم,76
خراسان رضوی،مشهد،مصلی,75
فارس،شیراز،سینما سعدی,75
خراسان رضوی،مشهد،بلوار فردوسی,74
فارس،شیراز،شهرک بهشتی,74
خراسان رضوی،مشهد،سرافرازان,74
تهران،تهران،باغ فردوس,74
اصفهان،اصفهان،سجاد,73
تهران،تهران،مالک اشتر,73
اصفهان،اصفهان،اشراق,72
آذربایجان شرقی،تبریز،شمس تبریزی,72
اصفهان،اصفهان،ملاصدرا,72
گیلان،رشت،منظریه,72
تهران،تهران،مخصوص,71
فارس،شیراز،چمران,71
البرز،کرج،ماهدشت(کرج),71
تهران،تهران،زنجان,71
تهران،تهران،جهانشهر(کرج),70
آذربایجان شرقی،تبریز،قانون,70
تهران،تهران،دولاب,70
تهران،تهران،صفا,70
فارس،شیراز،بلوار عدالت,70
آذربایجان شرقی،تبریز،پاستور جدید,70
تهران،تهران،مطهری,69
قم،قم،بلوار 15 خرداد,69
آذربایجان شرقی،تبریز،ویلاشهر,69
تهران،تهران،شیخ فضل الله,69
فارس،شیراز،همت (جنوبی),69
البرز،کرج،کوی کارمندان جنوبی(کرج),69
تهران،تهران،سایر مناطق (داخل شهر),68
کردستان،سنندج،شالمان,68
فارس،شیراز،والفجر,68
تهران،تهران،لشکر,68
تهران،تهران،ارامنه,67
خراسان رضوی،مشهد،امام رضا,67
فارس،شیراز،زرگری,67
خراسان رضوی،مشهد،جاده طرقبه (حومه),67
تهران،تهران،شمیران نو,67
خراسان رضوی،مشهد،آزاد شهر,66
کرمان،کرمان،بزرگراه یادگار امام,66
تهران،تهران،نفت شمالی,66
فارس،شیراز،باهنر شمالی,66
البرز،کرج،واریان شهر(کرج),66
تهران،تهران،حافظیه,66
تهران،تهران،میدان دانشگاه,66
اصفهان،اصفهان،باغ دریاچه,66
تهران،تهران،هفت چنار,65
فارس،شیراز،گلدشت معالی آباد,65
فارس،شیراز،همت (شمالی),65
تهران،تهران،مهرویلا(کرج),64
تهران،تهران،صفائیه,64
البرز،کرج،ملارد(کرج),64
کرمان،کرمان،خیابان هزار و یک شب,63
تهران،تهران،جاده قدیم کرج,63
گیلان،رشت،رشتیان,63
آذربایجان شرقی،تبریز،خطیب,63
اصفهان،اصفهان،نشاط,62
خراسان رضوی،مشهد،جاده شاندیز (حومه),62
تهران،تهران،زمزم,62
خراسان رضوی،مشهد،لادن,62
البرز،کرج،کوی کارمندان شمالی(کرج),61
اصفهان،اصفهان،مارنان,60
گلستان،گرگان،راه آهن,60
تهران،تهران،راه آهن,60
خراسان رضوی،مشهد،دانش‌آموز,59
فارس،شیراز،قدوسی شرقی,59
اصفهان،اصفهان،فردوسی,59
البرز،کرج،کلاک(کرج),59
اصفهان،اصفهان،لنبان,59
تهران،تهران،خیابان سپاه,58
کرمان،کرمان،بلوار هوانیروز,58
اصفهان،اصفهان،زینبیه,57
اصفهان،اصفهان،دروازه دولت,57
آذربایجان شرقی،تبریز،خیابان امام,57
البرز،کرج،مصباح(کرج),57
خوزستان،اهواز،پادادشهر,57
کرمان،کرمان،بلوار جهاد,56
تهران،تهران،تختی,56
فارس،شیراز،ادبیات,56
البرز،کرج،شهرک غرب,56
فارس،شیراز،سفیرجنوبی,55
خراسان رضوی،مشهد،میدان شهدا,55
البرز،کرج،جهان نما(کرج),55
تهران،تهران،میدان ابوذر,55
فارس،شیراز،زند,55
قم،قم،سالاریه,54
خوزستان،اهواز،فاز 1 و 2 کوروش,54
آذربایجان شرقی،تبریز،اندیشه,54
تهران،تهران،شهید رجایی,54
تهران،تهران،شهرک صنعتی شریف,54
البرز،کرج،حسین آباد(کرج),54
تهران،تهران،نبی اکرم,53
تهران،تهران،شهرک مخابرات,53
اصفهان،اصفهان،مهرآباد,53
اصفهان،اصفهان،سعادت‌آباد,53
تهران،تهران،فدک,52
تهران،تهران،مدائن,52
اصفهان،اصفهان،خمینی‌شهر,52
البرز،کرج،میرداماد,52
گیلان،رشت،پل طالشان,52
آذربایجان شرقی،تبریز،فرشته,52
کرمان،کرمان،خیابان امام جمعه,52
خراسان رضوی،مشهد،قرنی,51
تهران،تهران،فداییان اسلام,51
تهران،تهران،برق آلستوم,51
تهران،تهران،قلمستان  -  برادران جوادیان,51
تهران،تهران،گلسار,51
قم،قم،انسجام,50
فارس،شیراز،پاسارگاد,50
تهران،تهران،امجدیه  -  خاقانی,50
آذربایجان شرقی،تبریز،میرداماد,50
خراسان رضوی،مشهد،مطهری جنوبی,50
کردستان،سنندج،بلوار شبلی,50
اصفهان،اصفهان،لاله,49
فارس،شیراز،فرصت شیرازی,49
خراسان رضوی،مشهد،هدایت,49
فارس،شیراز،شهرک فرهنگیان,49
تهران،تهران،جاده لاهیجان,49
قم،قم،امام,49
فارس،شیراز،سیاحتگر,48
تهران،تهران،جی,48
اصفهان،اصفهان،چهارباغ پایین,48
اصفهان،اصفهان،مسجد سیّد,48
کرمان،کرمان،جاده تهران ( شهید آیت اله صدوقی),48
خراسان رضوی،سبزوار،سربداران,47
تهران،تهران،همایونشهر,47
اصفهان،اصفهان،ابن سینا,47
آذربایجان شرقی،تبریز،آخونی,47
تهران،تهران،انبارنفت,47
کرمانشاه،کرمانشاه،بیست و دو بهمن,47
اصفهان،اصفهان،درچه,47
اصفهان،اصفهان،بهارستان,47
البرز،کرج،بهشتی(کرج),46
تهران،تهران،ناژوان,46
تهران،تهران،هاشمیه,46
کرمان،کرمان،شهرک باهنر,46
فارس،شیراز،سایر مناطق (خارج شهر),46
کرمان،کرمان،خیابان و میدان قرنی,46
فارس،شیراز،احسان,45
اصفهان،اصفهان،طوقچی  ( میدان قدس),45
البرز،کرج،شهرک فهمیده(کرج),45
اصفهان،اصفهان،عسگریه,45
اصفهان،اصفهان،پل تمدن,44
کردستان،سنندج،بهاران,44
البرز،کرج،مارلیک(کرج),44
فارس،شیراز،فرگاز,44
خراسان رضوی،مشهد،موسوی قوچانی,44
گیلان،رشت،دروازه لاکان,44
خوزستان،اهواز،گلستان جنوبی,43
تهران،تهران،محمد شهر(کرج),43
تهران،تهران،گرمدره(کرج),43
تهران،تهران،کاج,43
اصفهان،اصفهان،حکم آباد,43
تهران،تهران،بهداشت,43
تهران،تهران،باغستان(کرج),43
کردستان،سنندج،مبارک آباد,42
فارس،شیراز،میانرود,42
آذربایجان شرقی،تبریز،عباسی,42
البرز،کرج،اتوبان تهران کرج,42
تهران،تهران،کیانمهر(کرج),42
اصفهان،اصفهان،شمس آبادی,41
گیلان،رشت،جاده انزلی,41
آذربایجان شرقی،تبریز،کوی استانداری,41
اصفهان،اصفهان،کوهستان,41
البرز،کرج،جاده مخصوص کرج,41
البرز،کرج،ساسانی(کرج),41
گلستان،گرگان،شهرک فرهنگیان,41
آذربایجان شرقی،تبریز،حجتی غربی,41
البرز،کرج،شهرک اوج(کرج),41
تهران،تهران،خانه اصفهان,40
تهران،تهران،رباط,40
تهران،تهران،باغ خزانه,40
گیلان،رشت،فلکه گاز,40
اصفهان،اصفهان،نصرآباد ( اتشگاه),40
البرز،کرج،شهر جدید اندیشه(کرج),40
کرمان،کرمان،شهرک شهید مطهری,40
کرمان،کرمان،همتی فر,40
خراسان رضوی،مشهد،رسالت,40
تهران،تهران،وکیل آباد,39
قم،قم،دورشهر,39
البرز،کرج،سعادت آباد,39
البرز،کرج،چهارصد دستگاه(کرج),39
البرز،کرج،شهریار(کرج),38
آذربایجان شرقی،تبریز،خیام,38
آذربایجان شرقی،تبریز،اهراب,38
خوزستان،اهواز،کوی دولت,38
فارس،شیراز،شهرک آرین,38
فارس،شیراز،مطهری,38
تهران،تهران،شیوا,38
تهران،تهران،آزادگان(کرج),37
آذربایجان شرقی،تبریز،کوی سهند,37
تهران،تهران،شهر زیبا,37
فارس،شیراز،بعثت,37
قم،قم،آذر,37
آذربایجان شرقی،تبریز،میدان بسیج,37
کردستان،سنندج،صفری,37
خراسان رضوی،مشهد،گوهر شاد,37
خراسان رضوی،مشهد،نماز,37
تهران،تهران،تولید دارو,37
فارس،شیراز،دروازه کازرون,37
آذربایجان شرقی،تبریز،فردوس,36
تهران،تهران،کیانپارس غربی,36
تهران،تهران،ماهدشت(کرج),36
خوزستان،اهواز،باهنر,36
اصفهان،اصفهان،رهنان,36
فارس،شیراز،شهرک بزین,36
فارس،شیراز،ابیوردی,36
فارس،شیراز،ارتش,36
اصفهان،اصفهان،دولت‌آباد,36
کرمان،کرمان،خیابان بهمنیار,36
اصفهان،اصفهان،کاشانی,35
تهران،تهران،تاکسیرانی,35
قم،قم،عطاران,35
فارس،شیراز،تحویلی,35
کرمان،کرمان،شهرک الغدیر,35
تهران،تهران،معالی آباد,35
قم،قم،هفت تیر,35
گیلان،رشت،شهید انصاری,35
کردستان،سنندج،شهرک کشاورز,34
گیلان،رشت،استقامت,34
البرز،کرج،شیخ بهایی,34
فارس،شیراز،صدرا فاز دو,34
تهران،تهران،امام خمینی,34
فارس،شیراز،چوگیاه,34
اصفهان،اصفهان،معراج,34
آذربایجان شرقی،تبریز،ارتش جنوبی,33
آذربایجان شرقی،تبریز،میدان فهمیده,33
البرز،کرج،جمهوری(کرج),33
قم،قم،آزادگان,33
اصفهان،اصفهان،تهران_آزادی,33
آذربایجان شرقی،تبریز،گلکار,33
کرمان،کرمان،خیابان شفا,33
تهران،تهران،آذر یزدی,33
خوزستان،اهواز،شهرک نفت,33
فارس،شیراز،کلبه,33
